Ticker,QoQ Net Profit Growth (%),QoQ Compared Quarters,YoY Net Profit Growth (%),YoY Compared Years,QoQ Revenue Growth (%),YoY Revenue Growth (%),Recovered from Harsh Condition,Error
VIJAYA,0.0,"Dec 2024, Mar 2025",25.74,"Mar 2024, Mar 2025",2.37,24.27,No,No harsh condition recovery
POWERMECH,44.87,"Dec 2024, Mar 2025",37.73,"Mar 2024, Mar 2025",38.49,24.41,No,No harsh condition recovery
RSYSTEMS,5.71,"Dec 2024, Mar 2025",7.32,"Dec 2024, TTM",Not ascending,1.49,No,No harsh condition recovery
PARACABLES,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",29.34,47.57,No,No harsh condition recovery
MOL,-146.15,"Dec 2024, Mar 2025",-61.54,"Mar 2024, Mar 2025",Not ascending,32.82,No,No harsh condition recovery
SESHAPAPER,-275.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",16.47,Not ascending,No,No harsh condition recovery
BEL,71.58,"Dec 2024, Mar 2025",38.19,"Mar 2024, Mar 2025",58.55,17.27,No,No harsh condition recovery
AETHER,50.0,"Dec 2024, Mar 2025",124.56,"Mar 2024, Mar 2025",9.09,40.3,No,No harsh condition recovery
HARSHA,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",10.04,1.15,No,No harsh condition recovery
HDFCLIFE,Not ascending,"Dec 2024, Mar 2025",28.5,"Mar 2024, Mar 2025",39.83,Not ascending,No,No harsh condition recovery
JBCHEPHARM,Not ascending,"Dec 2024, Mar 2025",20.54,"Mar 2024, Mar 2025",Not ascending,12.46,No,No harsh condition recovery
ABREL,-52.94,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",93.63,Not ascending,No,No harsh condition recovery
TIIL,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",2.38,13.93,No,No harsh condition recovery
NTPC,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",10.57,5.4,No,No harsh condition recovery
KESORAMIND,Not ascending,"Dec 2024, Mar 2025",-65.8,"Mar 2024, Mar 2025",3.08,Not ascending,No,No harsh condition recovery
ISMTLTD,8.33,"Mar 2024, Jun 2024",Not ascending,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
GANDHAR,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
SUPRIYA,4.65,"Sep 2024, Dec 2024",52.78,"Mar 2024, TTM",12.05,17.72,No,No harsh condition recovery
JSWHL,Not ascending,"Sep 2024, Dec 2024",40.38,"Mar 2024, TTM",Not ascending,44.71,No,No harsh condition recovery
MANINDS,89.29,"Dec 2024, Mar 2025",90.57,"Mar 2024, Mar 2025",66.39,11.55,Yes,None
TVSSRICHAK,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,9.4,No,No harsh condition recovery
TAJGVK,Not ascending,"Dec 2024, Mar 2025",15.38,"Mar 2024, Mar 2025",Not ascending,10.29,No,No harsh condition recovery
DYNAMATECH,Not ascending,"Sep 2024, Dec 2024",35.29,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
PARADEEP,Not ascending,"Dec 2024, Mar 2025",701.82,"Mar 2024, Mar 2025",Not ascending,19.4,No,No harsh condition recovery
MARKSANS,Not ascending,"Dec 2024, Mar 2025",18.11,"Mar 2024, Mar 2025",3.81,20.49,No,No harsh condition recovery
KIRIINDUS,10.39,"Sep 2024, Dec 2024",-330.93,"Mar 2024, TTM",3.47,Not ascending,No,Did not meet improvement criteria
COCHINSHIP,0.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",53.14,25.85,No,No harsh condition recovery
PNBGILTS,-781.82,"Dec 2024, Mar 2025",255.38,"Mar 2024, Mar 2025",15.75,6.28,Yes,None
SUNDRMFAST,Not ascending,"Dec 2024, Mar 2025",8.44,"Mar 2024, Mar 2025",6.25,5.1,No,No harsh condition recovery
HUBTOWN,Not ascending,"Dec 2024, Mar 2025",-47.83,"Mar 2024, Mar 2025",4.64,58.14,No,No harsh condition recovery
ICICIPRULI,29.49,"Dec 2024, Mar 2025",-128.98,"Mar 2024, Mar 2025",245.83,Not ascending,No,Did not meet improvement criteria
ISEC,Not ascending,"Dec 2024, Mar 2025",14.34,"Mar 2024, Mar 2025",Not ascending,25.41,No,No harsh condition recovery
DCMSHRIRAM,Not ascending,"Dec 2024, Mar 2025",32.76,"Mar 2024, Mar 2025",Not ascending,10.57,No,No harsh condition recovery
DREAMFOLKS,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,13.83,No,No harsh condition recovery
HONAUT,13.41,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",2.11,3.25,No,No harsh condition recovery
GALAXYSURF,11.48,"Dec 2024, Mar 2025",4.89,"Mar 2024, Mar 2025",9.88,11.39,No,No harsh condition recovery
GENSOL,Not ascending,"Sep 2024, Dec 2024",315.0,"Mar 2024, TTM",Not ascending,50.78,No,No harsh condition recovery
CIEINDIA,16.55,"Dec 2024, Mar 2025",Not ascending,"Dec 2024, TTM",7.73,Not ascending,No,No harsh condition recovery
JUBLFOOD,2.7,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,44.0,No,No harsh condition recovery
GAEL,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",12.02,Not ascending,No,No harsh condition recovery
HPL,105.88,"Dec 2024, Mar 2025",117.07,"Mar 2024, Mar 2025",25.77,16.36,No,No harsh condition recovery
KPIGREEN,24.68,"Dec 2024, Mar 2025",98.71,"Mar 2024, Mar 2025",24.24,69.43,No,No harsh condition recovery
AFFLE,6.33,"Dec 2024, Mar 2025",20.0,"Mar 2024, Mar 2025",0.0,22.95,No,No harsh condition recovery
PRICOLLTD,Not ascending,"Dec 2024, Mar 2025",7.14,"Mar 2024, Mar 2025",21.29,18.49,No,No harsh condition recovery
HINDZINC,12.85,"Dec 2024, Mar 2025",40.98,"Mar 2024, Mar 2025",5.49,17.8,No,No harsh condition recovery
NFL,-112.0,"Sep 2024, Dec 2024",-314.29,"Mar 2024, TTM",33.39,Not ascending,No,Did not meet improvement criteria
MSTCLTD,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",12.5,Not ascending,No,No harsh condition recovery
SHRIPISTON,32.98,"Dec 2024, Mar 2025",14.41,"Mar 2024, Mar 2025",16.51,14.92,No,No harsh condition recovery
FCL,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
LEMONTREE,132.35,"Sep 2024, Dec 2024",26.04,"Mar 2024, TTM",25.0,15.31,Yes,None
GREENPLY,Not ascending,"Dec 2024, Mar 2025",31.03,"Mar 2024, Mar 2025",5.7,14.13,No,No harsh condition recovery
SEAMECLTD,-130.07,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",69.96,Not ascending,No,No harsh condition recovery
MARICO,Not ascending,"Dec 2024, Mar 2025",6.62,"Mar 2024, Mar 2025",Not ascending,12.2,No,No harsh condition recovery
TTML,-17.31,"Dec 2009, Mar 2010",Not ascending,"Mar 2010, Mar 2011",3.16,8.01,No,No harsh condition recovery
JASH,Not ascending,"Dec 2024, Mar 2025",26.23,"Mar 2024, Mar 2025",65.75,42.44,No,No harsh condition recovery
DREDGECORP,N/A,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",42.59,20.72,No,No harsh condition recovery
YESBANK,20.36,"Dec 2024, Mar 2025",90.35,"Mar 2024, Mar 2025",Not ascending,12.0,No,Did not meet improvement criteria
IOLCP,52.94,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",0.96,Not ascending,No,No harsh condition recovery
RAYMONDLSL,Not ascending,"Dec 2024, Mar 2025",Need 2 years,N/A,Not ascending,Need 2 years,No,No harsh condition recovery
IRCON,N/A,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",30.58,Not ascending,No,No harsh condition recovery
SUMICHEM,Not ascending,"Sep 2024, Dec 2024",46.72,"Mar 2024, TTM",Not ascending,10.51,No,No harsh condition recovery
BOMDYEING,Not ascending,"Dec 2024, Mar 2025",-82.85,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
GIPCL,N/A,N/A,141.74,"Mar 2018, Mar 2019",N/A,3.91,No,No harsh condition recovery
GOLDIAM,133.33,"Sep 2024, Dec 2024",19.48,"Mar 2024, TTM",104.38,21.06,No,No harsh condition recovery
SOTL,283.33,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",6.46,1.98,No,No harsh condition recovery
AJMERA,Not ascending,"Dec 2024, Mar 2025",15.62,"Mar 2024, Mar 2025",Not ascending,5.43,No,No harsh condition recovery
SANOFICONR,7.14,"Dec 2024, Mar 2025",Not ascending,"Dec 2024, TTM",1.17,Not ascending,No,No harsh condition recovery
INDIAMART,Not ascending,"Dec 2024, Mar 2025",123.2,"Mar 2024, Mar 2025",0.28,15.96,No,No harsh condition recovery
3MINDIA,Not ascending,"Mar 2024, Jun 2024",3.96,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
ECLERX,4.31,"Dec 2024, Mar 2025",1.34,"Mar 2024, Mar 2025",5.15,15.04,No,No harsh condition recovery
PRIVISCL,16.67,"Dec 2024, Mar 2025",137.68,"Mar 2024, Mar 2025",25.05,19.92,Yes,None
GUJALKALI,-40.85,"Dec 2024, Mar 2025",-51.99,"Mar 2024, Mar 2025",4.47,6.99,No,No harsh condition recovery
BHAGCHEM,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,5.15,No,No harsh condition recovery
SMLISUZU,Not ascending,"Sep 2024, Dec 2024",11.65,"Mar 2024, TTM",Not ascending,5.05,No,No harsh condition recovery
INDRAMEDCO,25.0,"Dec 2024, Mar 2025",27.78,"Mar 2024, Mar 2025",2.77,8.92,No,No harsh condition recovery
VTL,Not ascending,"Dec 2024, Mar 2025",87.69,"Mar 2024, Mar 2025",1.78,2.95,No,No harsh condition recovery
IDEAFORGE,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",11.11,Not ascending,No,No harsh condition recovery
INDIAGLYCO,34.21,"Dec 2024, Mar 2025",18.88,"Mar 2024, Mar 2025",Not ascending,14.39,No,No harsh condition recovery
PAYTM,-37.78,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",4.6,Not ascending,No,No harsh condition recovery
MANGLMCEM,33.33,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",14.84,Not ascending,No,No harsh condition recovery
BLKASHYAP,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
PAISALO,Not ascending,"Dec 2024, Mar 2025",11.73,"Mar 2024, Mar 2025",Not ascending,17.53,No,No harsh condition recovery
SBIN,4.59,"Dec 2024, Mar 2025",15.79,"Mar 2024, Mar 2025",1.88,11.78,No,No harsh condition recovery
NAM-INDIA,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,9.58,No,No harsh condition recovery
CANTABIL,Not ascending,"Dec 2024, Mar 2025",19.64,"Mar 2024, Mar 2025",Not ascending,17.05,No,No harsh condition recovery
PLATIND,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",3.26,48.48,No,No harsh condition recovery
ULTRACEMCO,113.44,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",29.72,7.12,No,No harsh condition recovery
TRIDENT,75.38,"Dec 2024, Mar 2025",6.51,"Mar 2024, Mar 2025",11.82,2.61,No,No harsh condition recovery
JKLAKSHMI,-288.89,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",21.31,Not ascending,No,No harsh condition recovery
MAHABANK,6.37,"Dec 2024, Mar 2025",36.1,"Mar 2024, Mar 2025",6.42,21.73,No,No harsh condition recovery
ENTERO,40.0,"Sep 2024, Dec 2024",115.38,"Mar 2024, TTM",4.46,22.16,Yes,None
NOCIL,275.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",6.92,Not ascending,No,No harsh condition recovery
PHOENIXLTD,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",4.21,Not ascending,No,No harsh condition recovery
SUMMITSEC,-4.53,"Dec 2024, Mar 2025",9.21,"Mar 2024, Mar 2025",881.0,16.67,No,No harsh condition recovery
DELTACORP,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
GOCLCORP,Not ascending,"Dec 2024, Mar 2025",0.0,"Mar 2024, Mar 2025",2.94,Not ascending,No,No harsh condition recovery
PNCINFRA,Not ascending,"Sep 2024, Dec 2024",21.28,"Mar 2024, TTM",3.01,Not ascending,No,No harsh condition recovery
HOMEFIRST,8.25,"Dec 2024, Mar 2025",24.84,"Mar 2024, Mar 2025",2.22,32.24,No,No harsh condition recovery
SKIPPER,9.38,"Dec 2024, Mar 2025",88.06,"Mar 2024, Mar 2025",13.48,40.89,No,No harsh condition recovery
TATAMOTORS,98.12,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",6.12,0.4,No,No harsh condition recovery
COFORGE,37.0,"Dec 2024, Mar 2025",3.1,"Mar 2024, Mar 2025",4.67,31.29,No,No harsh condition recovery
KIRLOSIND,41.46,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",8.3,3.31,No,No harsh condition recovery
PEL,161.54,"Dec 2024, Mar 2025",-128.8,"Mar 2024, Mar 2025",1.03,1.58,Yes,None
IKS,40.78,"Dec 2024, Mar 2025",35.45,"Mar 2024, Mar 2025",10.2,46.53,No,No harsh condition recovery
MTNL,-3.55,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
TCPLPACK,Not ascending,"Sep 2024, Dec 2024",30.77,"Mar 2024, TTM",3.67,13.43,No,No harsh condition recovery
BHEL,3733.33,"Dec 2024, Mar 2025",-103.07,"Mar 2024, Mar 2025",23.58,18.61,Yes,None
GREENLAM,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,8.93,No,No harsh condition recovery
TMB,Not ascending,"Dec 2024, Mar 2025",10.35,"Mar 2024, Mar 2025",0.83,9.14,No,No harsh condition recovery
VSTIND,N/A,N/A,1300.0,"Mar 2009, Mar 2010",N/A,23.95,No,No harsh condition recovery
HGS,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
SANDHAR,32.0,"Dec 2024, Mar 2025",17.71,"Mar 2024, Mar 2025",4.11,10.31,No,No harsh condition recovery
KPEL,56.0,"Dec 2024, Mar 2025",111.11,"Mar 2024, Mar 2025",89.15,99.36,No,No harsh condition recovery
MONARCH,Not ascending,"Sep 2024, Dec 2024",20.49,"Mar 2024, TTM",Not ascending,20.14,No,No harsh condition recovery
ZYDUSWELL,8450.0,"Dec 2024, Mar 2025",22.47,"Mar 2024, Mar 2025",97.62,16.37,No,No harsh condition recovery
TIPSMUSIC,Not ascending,"Dec 2024, Mar 2025",30.97,"Mar 2024, Mar 2025",0.0,28.51,No,No harsh condition recovery
SAKSOFT,4.55,"Sep 2024, Dec 2024",0.0,"Mar 2024, TTM",5.58,9.97,No,No harsh condition recovery
TARSONS,137.1,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,30.07,No,No harsh condition recovery
HIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No financial data tables with valid data found for ticker HIL
63MOONS,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",16.67,Not ascending,No,No harsh condition recovery
JINDALSAW,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
M&M,Not ascending,"Dec 2024, Mar 2025",15.41,"Mar 2024, Mar 2025",2.72,14.48,No,No harsh condition recovery
SSWL,25.0,"Dec 2024, Mar 2025",2.13,"Mar 2024, Mar 2025",14.79,1.65,No,No harsh condition recovery
MARUTI,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",5.56,7.79,No,No harsh condition recovery
NTPCGREEN,-1140.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",23.17,12.58,No,No harsh condition recovery
SPLPETRO,N/A,N/A,330.77,"Jun 2009, Jun 2010",N/A,15.63,No,No harsh condition recovery
NUVAMA,Not ascending,"Sep 2024, Dec 2024",43.57,"Mar 2024, TTM",Not ascending,25.48,No,No harsh condition recovery
DEEPAKNTR,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,7.11,No,No harsh condition recovery
AIIL,227.99,"Dec 2024, Mar 2025",0.07,"Mar 2024, Mar 2025",135.33,76.96,No,No harsh condition recovery
JUBLINGREA,10.0,"Dec 2024, Mar 2025",38.31,"Mar 2024, Mar 2025",Not ascending,1.02,No,No harsh condition recovery
SPARC,-25.0,"Dec 2024, Mar 2025",-17.07,"Mar 2024, Mar 2025",80.0,Not ascending,No,No harsh condition recovery
BAJAJHIND,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",27.24,Not ascending,No,No harsh condition recovery
TEGA,126.19,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",31.05,9.78,No,No harsh condition recovery
SARDAEN,Not ascending,"Dec 2024, Mar 2025",54.52,"Mar 2024, Mar 2025",Not ascending,20.04,No,No harsh condition recovery
GILLETTE,Not ascending,"Sep 2024, Dec 2024",14.03,"Jun 2024, TTM",Not ascending,6.08,No,No harsh condition recovery
MMTC,Not ascending,"Sep 2024, Dec 2024",-6.82,"Mar 2024, TTM",Not ascending,0.0,No,No harsh condition recovery
MOBIKWIK,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,33.71,No,No harsh condition recovery
IDFCFIRSTB,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",0.75,20.37,No,No harsh condition recovery
LTF,2.27,"Dec 2024, Mar 2025",42.54,"Mar 2024, Mar 2025",Not ascending,11.73,No,No harsh condition recovery
HONASA,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",3.09,7.66,No,No harsh condition recovery
JINDWORLD,12.5,"Sep 2024, Dec 2024",6.76,"Mar 2024, TTM",9.28,24.64,No,No harsh condition recovery
EPIGRAL,Not ascending,"Dec 2024, Mar 2025",80.95,"Mar 2024, Mar 2025",Not ascending,32.19,No,No harsh condition recovery
BANSALWIRE,Not ascending,"Dec 2024, Mar 2025",92.96,"Mar 2024, Mar 2025",1.62,42.21,No,No harsh condition recovery
MANORAMA,15.38,"Dec 2024, Mar 2025",Need 2 years,N/A,11.48,Need 2 years,No,No harsh condition recovery
NIVABUPA,-1145.83,"Dec 2024, Mar 2025",-123.89,"Mar 2024, Mar 2025",32.83,28.07,Yes,None
FMGOETZE,Not ascending,"Sep 2024, Dec 2024",5.71,"Mar 2024, TTM",Not ascending,4.3,No,No harsh condition recovery
LUXIND,64.29,"Dec 2024, Mar 2025",28.57,"Mar 2024, Mar 2025",47.92,11.14,No,No harsh condition recovery
CUB,0.7,"Dec 2024, Mar 2025",10.63,"Mar 2024, Mar 2025",3.65,10.68,No,No harsh condition recovery
ASHOKLEY,64.3,"Dec 2024, Mar 2025",13.53,"Mar 2024, Mar 2025",22.52,5.99,Yes,None
YATHARTH,Not ascending,"Sep 2024, Dec 2024",16.33,"Mar 2024, TTM",0.46,30.08,No,No harsh condition recovery
SUVENPHAR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No financial data tables with valid data found for ticker SUVENPHAR
TRANSRAILL,33.73,"Dec 2024, Mar 2025",57.63,"Mar 2024, Mar 2025",43.3,30.19,No,No harsh condition recovery
JAYNECOIND,N/A,N/A,Not ascending,"Mar 2015, Mar 2016",N/A,Not ascending,No,No harsh condition recovery
HDFCAMC,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,10.7,No,No harsh condition recovery
GEPIL,Not ascending,"Sep 2024, Dec 2024",-60.69,"Mar 2024, TTM",46.08,Not ascending,No,No harsh condition recovery
BARBEQUE,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
NIITLTD,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,18.15,No,No harsh condition recovery
MASFIN,3.75,"Dec 2024, Mar 2025",23.62,"Mar 2024, Mar 2025",6.83,24.3,No,No harsh condition recovery
IREDA,18.12,"Dec 2024, Mar 2025",35.62,"Mar 2024, Mar 2025",12.19,35.84,No,No harsh condition recovery
HAVELLS,109.35,"Dec 2024, Mar 2025",15.66,"Mar 2024, Mar 2025",33.85,17.15,No,No harsh condition recovery
GLAND,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",2.96,Not ascending,No,No harsh condition recovery
SIEMENS,28.0,"Dec 2024, Mar 2025",Not ascending,"Sep 2024, TTM",18.73,Not ascending,No,No harsh condition recovery
GRINDWELL,0.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",1.0,4.65,No,No harsh condition recovery
RANEHOLDIN,-76.01,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",35.36,9.08,No,No harsh condition recovery
BLUESTARCO,53.15,"Dec 2024, Mar 2025",35.95,"Mar 2024, Mar 2025",43.18,23.57,No,No harsh condition recovery
KIRLOSBROS,6.54,"Dec 2024, Mar 2025",24.56,"Mar 2024, Mar 2025",11.98,12.27,Yes,None
PDSL,96.97,"Dec 2024, Mar 2025",17.18,"Mar 2024, Mar 2025",12.83,21.26,No,No harsh condition recovery
WAAREEENER,21.96,"Dec 2024, Mar 2025",119.2,"Mar 2024, Mar 2025",15.82,26.72,Yes,None
IGL,64.52,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",5.11,6.63,No,No harsh condition recovery
MGL,14.53,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",6.33,15.48,No,No harsh condition recovery
ADANIENT,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",18.02,1.53,No,No harsh condition recovery
ZENSARTECH,0.78,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",2.49,7.73,No,No harsh condition recovery
SANOFI,Not ascending,"Sep 2024, Dec 2024",Need 2 years,N/A,Not ascending,Need 2 years,No,No harsh condition recovery
WHIRLPOOL,-1300.0,"Dec 2024, Mar 2025",108.86,"Mar 2024, Mar 2025",17.6,15.94,No,No harsh condition recovery
FIRSTCRY,-35.48,"Sep 2024, Dec 2024",-26.92,"Mar 2024, TTM",14.02,14.12,Yes,None
POKARNA,Not ascending,"Sep 2024, Dec 2024",56.96,"Mar 2024, TTM",Not ascending,20.67,No,No harsh condition recovery
SANSERA,2.08,"Sep 2024, Dec 2024",3.76,"Mar 2024, TTM",Not ascending,6.05,No,No harsh condition recovery
TRENT,Not ascending,"Dec 2024, Mar 2025",151.84,"Mar 2024, Mar 2025",Not ascending,38.46,No,No harsh condition recovery
KPIL,57.69,"Dec 2024, Mar 2025",11.73,"Mar 2024, Mar 2025",23.29,13.71,No,No harsh condition recovery
NEWGEN,16.05,"Dec 2024, Mar 2025",23.04,"Mar 2024, Mar 2025",12.86,19.53,Yes,None
ABB,210.26,"Mar 2022, Jun 2022",Need 2 years,N/A,6.23,Need 2 years,No,No harsh condition recovery
NBCC,50.0,"Sep 2024, Dec 2024",5.79,"Mar 2024, TTM",14.97,9.79,No,No harsh condition recovery
TRIVENI,-152.78,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,2.72,No,No harsh condition recovery
GRWRHITECH,24.49,"Dec 2024, Mar 2025",68.9,"Mar 2024, Mar 2025",17.6,25.76,No,No harsh condition recovery
LLOYDSENT,Not ascending,"Dec 2024, Mar 2025",0.0,"Mar 2024, Mar 2025",68.62,55.32,No,No harsh condition recovery
INDIGOPNTS,54.55,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",13.12,2.68,No,No harsh condition recovery
GVT&D,N/A,N/A,Need 2 years,N/A,N/A,Need 2 years,No,No harsh condition recovery
MOIL,-268.42,"Sep 2020, Dec 2020",Not ascending,"Mar 2020, TTM",Not ascending,Not ascending,No,No harsh condition recovery
BIRLACORPN,1443.75,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",24.72,Not ascending,No,No harsh condition recovery
BRITANNIA,Not ascending,"Dec 2024, Mar 2025",2.76,"Mar 2024, Mar 2025",Not ascending,7.0,No,No harsh condition recovery
VOLTAS,116.67,"Dec 2024, Mar 2025",-10300.0,"Mar 2024, Mar 2025",53.56,23.49,No,No harsh condition recovery
WESTLIFE,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,4.14,No,No harsh condition recovery
ELECTCAST,6.61,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
IWEL,Not ascending,"Sep 2024, Dec 2024",-212.41,"Mar 2024, TTM",24.42,61.11,No,No harsh condition recovery
PFIZER,N/A,N/A,-18.46,"Nov 2007, Nov 2008",N/A,0.3,No,No harsh condition recovery
ACE,34.43,"Sep 2024, Dec 2024",9.96,"Mar 2024, TTM",15.59,9.88,No,No harsh condition recovery
NLCINDIA,Not ascending,"Dec 2024, Mar 2025",-494.32,"Mar 2024, Mar 2025",Not ascending,17.57,No,No harsh condition recovery
JTEKTINDIA,250.0,"Jun 2023, Sep 2023",Not ascending,"Mar 2023, TTM",22.18,0.93,No,No harsh condition recovery
DIACABS,61.78,"Sep 2024, Dec 2024",123.53,"Mar 2024, TTM",22.82,167.06,Yes,None
DIAMONDYD,600.0,"Dec 2022, Mar 2023",300.0,"Mar 2022, Mar 2023",Not ascending,18.32,No,No harsh condition recovery
ASTEC,-59.52,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",27.66,Not ascending,No,No harsh condition recovery
LTTS,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",12.4,10.6,No,No harsh condition recovery
PNGJL,Not ascending,"Dec 2024, Mar 2025",25.34,"Mar 2024, Mar 2025",Not ascending,26.95,No,No harsh condition recovery
APTUS,6.08,"Dec 2024, Mar 2025",25.54,"Mar 2024, Mar 2025",7.56,28.21,No,No harsh condition recovery
SOLARINDS,3.35,"Dec 2024, Mar 2025",28.53,"Mar 2024, Mar 2025",9.83,24.22,No,No harsh condition recovery
ROUTE,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,13.75,No,No harsh condition recovery
RTNPOWER,-139.08,"Dec 2024, Mar 2025",-93.51,"Mar 2024, Mar 2025",27.69,Not ascending,No,Did not meet improvement criteria
CEATLTD,40.43,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",3.67,10.68,No,No harsh condition recovery
CUPID,0.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",21.74,7.6,No,No harsh condition recovery
